Thumb,Index,Middle,Ring,Pinky,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,gesture
0.88,0.8868,0.8388,0.0,1.0,403.59,17478.89,-17505.49,75.51,36.39,7.36,YES
0.8052,0.8751,0.8007,0.0,1.0,511.59,17490.89,-17497.49,55.51,-30.61,27.36,YES
0.7773,0.8964,0.8532,0.0,0.9197,415.59,17410.89,-17429.49,48.51,-20.61,43.36,YES
0.7659,0.9076,0.8927,0.0,0.6696,439.59,17514.89,-17577.49,13.51,3.39,30.36,YES
0.7621,0.9449,0.9002,0.6195,1.0,459.59,17574.89,-17417.49,25.51,-14.61,40.36,YES
0.7342,0.8927,0.9102,0.5098,1.0,591.59,17534.89,-17413.49,16.51,-56.61,45.36,YES
0.8749,0.9502,0.8858,0.1927,1.0,515.59,17506.89,-17521.49,-53.49,-106.61,-43.64,YES
0.8508,0.8751,0.8488,0.0,1.0,447.59,17510.89,-17357.49,-119.49,-121.61,-57.64,YES
0.8407,0.8522,0.8082,0.0,1.0,315.59,17414.89,-17453.49,37.51,-39.61,-95.64,YES
0.8926,0.8842,0.8013,0.0,1.0,319.59,17458.89,-17353.49,65.51,29.39,-63.64,YES
0.8736,0.8346,0.7944,0.0,1.0,343.59,17522.89,-17345.49,47.51,4.39,27.36,YES
0.8204,0.8581,0.8025,0.0,1.0,435.59,17542.89,-17457.49,106.51,-58.61,62.36,YES
0.776,0.8922,0.8476,0.0,1.0,451.59,17530.89,-17461.49,-19.49,-36.61,9.36,YES
0.7443,0.9124,0.8758,0.0,1.0,463.59,17470.89,-17469.49,-19.49,-12.61,7.36,YES
0.7202,0.9034,0.8945,0.0,0.6414,435.59,17522.89,-17453.49,48.51,31.39,-6.64,YES
0.8559,0.9257,0.9302,0.7415,0.9972,383.59,17622.89,-17437.49,73.51,27.39,17.36,YES
0.7798,0.881,0.8682,0.3207,1.0,427.59,17534.89,-17461.49,46.51,-7.61,3.36,YES
0.8255,0.8916,0.8194,0.0,1.0,471.59,17522.89,-17441.49,-39.49,-74.61,36.36,YES
0.8584,0.8543,0.8088,0.0,1.0,487.59,17502.89,-17477.49,20.51,-99.61,10.36,YES
0.8724,0.824,0.78,0.0,1.0,483.59,17474.89,-17461.49,-3.49,-15.61,-64.64,YES
0.8255,0.8709,0.7631,0.0,1.0,315.59,17558.89,-17429.49,75.51,-14.61,-46.64,YES
0.8178,0.8437,0.8495,0.0,0.976,407.59,17578.89,-17449.49,68.51,24.39,-17.64,YES
0.7938,0.9007,0.8507,0.0,1.0,371.59,17430.89,-17429.49,29.51,1.39,-22.64,YES
0.7519,0.9087,0.8632,0.0,0.9831,539.59,17510.89,-17417.49,-6.49,-22.61,82.36,YES
0.7608,0.9204,0.8914,0.5646,0.4935,579.59,17418.89,-17393.49,75.51,-38.61,2.36,YES
0.7519,0.9284,0.8219,0.0,0.9232,583.59,17566.89,-17573.49,56.51,-18.61,-73.64,YES
0.814,0.9391,0.8626,0.0,1.0,519.59,17526.89,-17489.49,-56.49,-29.61,-181.64,YES
0.7963,0.8751,0.8082,0.0,1.0,363.59,17422.89,-17573.49,-81.49,-47.61,-149.64,YES
0.8457,0.8565,0.8007,0.0,1.0,355.59,17438.89,-17497.49,-45.49,-135.61,-91.64,YES
0.8343,0.8645,0.8082,0.0,1.0,395.59,17542.89,-17421.49,-3.49,18.39,-47.64,YES
0.7988,0.8613,0.7556,0.0,1.0,323.59,17570.89,-17517.49,2.51,41.39,-61.64,YES
0.814,0.8847,0.7712,0.0,1.0,375.59,17574.89,-17313.49,26.51,0.39,-11.64,YES
0.795,0.8916,0.8751,0.0,1.0,375.59,17518.89,-17389.49,93.51,91.39,18.36,YES
0.7659,0.9087,0.8989,0.1134,0.8633,447.59,17470.89,-17517.49,101.51,74.39,44.36,YES
0.7101,0.9204,0.8977,0.3695,1.0,567.59,17538.89,-17509.49,73.51,24.39,54.36,YES
0.7088,0.8884,0.8708,0.0,0.4935,583.59,17482.89,-17429.49,-90.49,-71.61,3.36,YES
0.795,0.9332,0.8557,0.0,1.0,547.59,17438.89,-17469.49,3.51,-74.61,-13.64,YES
0.8508,0.8916,0.8557,0.0,1.0,399.59,17462.89,-17441.49,50.51,-54.61,-16.64,YES
0.866,0.8575,0.8182,0.0,1.0,387.59,17518.89,-17489.49,-36.49,-111.61,-31.64,YES
0.8445,0.8357,0.7706,0.0,1.0,415.59,17386.89,-17417.49,-54.49,-123.61,-5.64,YES
0.8622,0.848,0.7944,0.0,0.7506,351.59,17494.89,-17489.49,9.51,-46.61,42.36,YES
0.8508,0.8549,0.8488,0.0,1.0,423.59,17550.89,-17433.49,17.51,14.39,4.36,YES
0.8267,0.9082,0.8632,0.0,1.0,387.59,17466.89,-17465.49,49.51,-11.61,60.36,YES
0.7646,0.9167,0.8927,0.0,0.9866,495.59,17562.89,-17485.49,32.51,-53.61,46.36,YES
0.7215,0.9209,0.9108,0.4122,1.0,539.59,17602.89,-17541.49,11.51,26.39,-10.64,YES
0.7862,0.9396,0.9046,0.6866,1.0,495.59,17510.89,-17533.49,52.51,4.39,-11.64,YES
0.7063,0.857,0.8789,0.0,0.5428,575.59,17458.89,-17489.49,25.51,-19.61,9.36,YES
0.7697,0.8735,0.8307,0.0,1.0,519.59,17594.89,-17393.49,-2.49,26.39,-38.64,YES
0.8381,0.8522,0.8032,0.0,1.0,447.59,17478.89,-17529.49,4.51,-42.61,-7.64,YES
0.9116,0.8501,0.8032,0.0,1.0,407.59,17550.89,-17461.49,23.51,7.39,-9.64,YES
0.8926,0.8405,0.8432,0.0,0.969,443.59,17550.89,-17569.49,47.51,-9.61,6.36,YES
0.8318,0.8559,0.8176,0.0,0.976,583.59,17542.89,-17593.49,85.51,77.39,-40.64,YES
0.8102,0.8837,0.8751,0.0,0.9831,475.59,17514.89,-17609.49,27.51,53.39,-59.64,YES
0.7773,0.914,0.8989,0.1866,0.9197,523.59,17490.89,-17429.49,-71.49,-0.61,-45.64,YES
0.8166,0.9375,0.9052,0.2415,0.7295,391.59,17518.89,-17601.49,-39.49,26.39,-68.64,YES
0.6848,0.9263,0.8388,0.0,1.0,447.59,17518.89,-17425.49,-0.49,15.39,-9.64,YES
0.8166,0.9161,0.8989,0.3817,1.0,519.59,17470.89,-17217.49,62.51,51.39,-25.64,YES
0.8153,0.8671,0.8532,0.0,1.0,499.59,17566.89,-17433.49,59.51,98.39,-54.64,YES
0.8673,0.8613,0.815,0.0,1.0,367.59,17522.89,-17441.49,42.51,-48.61,-40.64,YES
0.7938,0.8501,0.7906,0.0,1.0,435.59,17602.89,-17397.49,24.51,-89.61,-9.64,YES
0.9205,0.8714,0.8182,0.0,1.0,387.59,17434.89,-17329.49,-72.49,-84.61,24.36,YES
0.8343,0.8528,0.815,0.0,1.0,503.59,17526.89,-17441.49,33.51,-67.61,54.36,YES
0.7925,0.8991,0.8463,0.0,1.0,475.59,17490.89,-17333.49,33.51,-2.61,21.36,YES
0.7532,0.9092,0.8845,0.0524,0.9725,467.59,17442.89,-17425.49,3.51,-62.61,47.36,YES
0.7405,0.9161,0.8595,0.0,1.0,479.59,17514.89,-17465.49,47.51,-71.61,9.36,YES
0.7595,0.8975,0.8632,0.0,0.3244,527.59,17482.89,-17537.49,151.51,89.39,-33.64,YES
0.7532,0.9055,0.8451,0.0,0.9197,519.59,17454.89,-17669.49,82.51,-40.61,-28.64,YES
0.8077,0.8746,0.8201,0.0,1.0,515.59,17462.89,-17545.49,-13.49,-34.61,-50.64,YES
0.8597,0.865,0.8269,0.0,1.0,475.59,17522.89,-17529.49,-4.49,21.39,-51.64,YES
0.8483,0.8629,0.8263,0.0,1.0,355.59,17486.89,-17521.49,-9.49,31.39,11.36,YES
0.8419,0.8235,0.7988,0.0,1.0,423.59,17586.89,-17397.49,13.51,-7.61,9.36,YES
0.8077,0.9023,0.7931,0.0,1.0,423.59,17534.89,-17385.49,-46.49,45.39,34.36,YES
0.7963,0.9007,0.8589,0.0,1.0,359.59,17514.89,-17361.49,52.51,82.39,52.36,YES
0.7545,0.9135,0.8783,0.0,0.8669,379.59,17486.89,-17397.49,4.51,-19.61,65.36,YES
0.7862,0.9321,0.9121,0.6988,0.8669,571.59,17450.89,-17453.49,0.51,33.39,-21.64,YES
0.7469,0.9428,0.9002,0.3939,1.0,463.59,17482.89,-17409.49,49.51,109.39,22.36,YES
0.7355,0.9209,0.8107,0.0,1.0,435.59,17522.89,-17529.49,14.51,9.39,38.36,YES
0.7925,0.8655,0.8457,0.0,1.0,543.59,17578.89,-17433.49,57.51,43.39,57.36,YES
0.8635,0.8549,0.8119,0.0,1.0,483.59,17558.89,-17521.49,-28.49,-3.61,4.36,YES
0.8521,0.8821,0.8,0.0,1.0,591.59,17486.89,-17577.49,45.51,91.39,-38.64,YES
0.9142,0.8437,0.8783,0.0,1.0,411.59,17574.89,-17621.49,-94.49,9.39,-18.64,YES
0.8166,0.8666,0.8157,0.0,1.0,447.59,17486.89,-17409.49,-50.49,-3.61,41.36,YES
0.8204,0.9177,0.8657,0.0,1.0,543.59,17542.89,-17517.49,-56.49,-31.61,120.36,YES
0.7684,0.9167,0.8877,0.089,0.9725,535.59,17650.89,-17481.49,-73.49,24.39,36.36,YES
0.776,0.9098,0.9346,0.0951,0.6132,527.59,17510.89,-17521.49,-36.49,88.39,10.36,YES
0.7507,0.8831,0.8789,0.0,0.5111,523.59,17582.89,-17441.49,19.51,-16.61,43.36,YES
0.7646,0.9375,0.8927,0.0,1.0,579.59,17442.89,-17497.49,-27.49,-52.61,15.36,YES
0.8343,0.8932,0.8776,0.0,1.0,447.59,17558.89,-17429.49,101.51,-8.61,-7.64,YES
0.8609,0.8575,0.8157,0.0,1.0,563.59,17482.89,-17437.49,51.51,-45.61,38.36,YES
1.0,0.9257,1.0,1.0,0.9126,1483.59,17482.89,-15353.49,3.51,182.39,-93.64,YES
1.0,0.8421,0.9358,1.0,1.0,1463.59,17426.89,-15641.49,411.51,30.39,-151.64,YES
1.0,0.8101,1.0,1.0,1.0,1555.59,17434.89,-15733.49,632.51,11.39,-199.64,YES
0.8888,0.792,0.9164,0.0,1.0,1539.59,17442.89,-16041.49,624.51,12.39,-382.64,YES
1.0,0.8746,1.0,1.0,0.187,1563.59,17450.89,-16213.49,724.51,28.39,-399.64,YES
0.9116,0.9353,1.0,1.0,0.0,1595.59,17482.89,-16457.49,623.51,-12.61,-398.64,YES
0.79,0.9593,1.0,1.0,0.0,1615.59,17502.89,-16537.49,412.51,19.39,-445.64,YES
0.5884,1.0,1.0,1.0,0.0,1487.59,17638.89,-16701.49,160.51,49.39,-349.64,YES
0.8115,1.0,1.0,1.0,0.0,1435.59,17710.89,-16517.49,-30.49,-9.61,-193.64,YES
0.8964,1.0,1.0,1.0,0.1694,1531.59,17634.89,-16393.49,-46.49,42.39,-112.64,YES
0.989,0.8916,0.9997,1.0,0.7718,1539.59,17678.89,-16237.49,-129.49,26.39,-155.64,YES
1.0,0.8197,0.9196,0.4793,1.0,1611.59,17726.89,-16085.49,29.51,2.39,-118.64,YES
1.0,0.7979,0.9152,0.5098,1.0,1643.59,17810.89,-16241.49,65.51,70.39,-195.64,YES
1.0,0.7728,0.9177,0.0,1.0,1579.59,17698.89,-16337.49,-56.49,62.39,-207.64,YES
1.0,0.8187,1.0,1.0,0.0,1467.59,17690.89,-16209.49,-1.49,195.39,-227.64,YES
0.937,0.9359,1.0,1.0,0.0,1283.59,17654.89,-16133.49,75.51,171.39,-166.64,YES
0.8318,1.0,1.0,1.0,0.0,1347.59,17630.89,-16161.49,71.51,162.39,-51.64,YES
0.8483,1.0,1.0,1.0,0.0,1551.59,17742.89,-16153.49,91.51,157.39,-66.64,YES
0.5567,0.9513,1.0,1.0,0.0,1411.59,17642.89,-16333.49,51.51,131.39,-40.64,YES
0.9611,1.0,1.0,1.0,0.3526,1403.59,17590.89,-16193.49,-5.49,52.39,-5.64,YES
0.9991,0.8852,1.0,1.0,0.4935,1335.59,17666.89,-16069.49,-99.49,54.39,28.36,YES
1.0,0.8357,0.929,0.3207,1.0,1323.59,17610.89,-16165.49,-29.49,-57.61,64.36,YES
1.0,0.7968,0.9158,0.0,1.0,1507.59,17526.89,-16061.49,-25.49,4.39,86.36,YES
1.0,0.7558,0.8758,0.1866,1.0,1595.59,17614.89,-16209.49,-43.49,-37.61,11.36,YES
1.0,0.8352,0.9853,1.0,0.0,1579.59,17662.89,-16277.49,26.51,-36.61,0.36,YES
1.0,0.9268,1.0,1.0,0.0,1591.59,17522.89,-16221.49,-75.49,-73.61,-90.64,YES
0.7405,1.0,1.0,1.0,0.0,1415.59,17546.89,-16305.49,-52.49,-216.61,-58.64,YES
0.7088,1.0,1.0,1.0,0.0,1459.59,17610.89,-16121.49,-24.49,-175.61,-41.64,YES
0.719,0.9428,1.0,1.0,0.0,1323.59,17582.89,-16017.49,120.51,30.39,-25.64,YES
0.9433,1.0,1.0,1.0,0.2434,1211.59,17686.89,-16153.49,99.51,-24.61,30.36,YES
1.0,0.8932,1.0,1.0,0.5463,1395.59,17570.89,-16201.49,19.51,-54.61,117.36,YES
1.0,0.8437,0.9402,0.4427,1.0,1447.59,17622.89,-16225.49,86.51,-26.61,134.36,YES
1.0,0.7286,0.9164,0.5951,1.0,1467.59,17586.89,-16225.49,19.51,-20.61,91.36,YES
1.0,0.8911,0.8582,0.0,1.0,1467.59,17670.89,-16169.49,-20.49,-22.61,155.36,YES
1.0,0.8181,1.0,1.0,0.0,1551.59,17618.89,-16109.49,23.51,92.39,144.36,YES
0.8876,0.9204,1.0,1.0,0.0,1435.59,17686.89,-16077.49,64.51,61.39,75.36,YES
0.8369,0.9843,1.0,1.0,0.0,1503.59,17562.89,-16233.49,7.51,-123.61,157.36,YES
0.5922,1.0,1.0,1.0,0.0,1715.59,17634.89,-16093.49,59.51,-152.61,103.36,YES
0.9598,1.0,1.0,1.0,0.0,1759.59,17610.89,-16365.49,70.51,7.39,-85.64,YES
0.9205,0.9332,1.0,1.0,0.0,1543.59,17606.89,-16221.49,-58.49,-113.61,-166.64,YES
1.0,0.9167,1.0,1.0,0.6027,1539.59,17558.89,-16209.49,-81.49,-140.61,-162.64,YES
1.0,0.8575,0.9578,0.9427,0.7964,1495.59,17558.89,-16305.49,-40.49,-117.61,-194.64,YES
1.0,0.7894,0.8745,0.5707,0.7295,1467.59,17630.89,-16305.49,3.51,-124.61,-192.64,YES
1.0,0.8176,0.8908,0.589,1.0,1535.59,17602.89,-16145.49,-76.49,-91.61,-184.64,YES
0.8952,0.8799,0.9997,0.522,0.2187,1355.59,17546.89,-16129.49,-68.49,-50.61,-211.64,YES
0.9928,0.9391,1.0,1.0,0.0,1179.59,17622.89,-15989.49,-1.49,-192.61,-118.64,YES
0.8077,1.0,1.0,1.0,0.0,1287.59,17718.89,-16157.49,124.51,-48.61,-81.64,YES
0.61,1.0,1.0,1.0,0.0,1331.59,17578.89,-16145.49,98.51,102.39,-46.64,YES
0.5922,1.0,1.0,1.0,0.0,1491.59,17614.89,-16185.49,79.51,-51.61,70.36,YES
0.8876,1.0,1.0,1.0,0.6485,1559.59,17662.89,-16173.49,25.51,-10.61,-11.64,YES
0.9788,0.9145,1.0,1.0,0.5639,1547.59,17578.89,-16213.49,78.51,-34.61,-69.64,YES
1.0,0.8421,0.979,0.9671,0.9232,1519.59,17590.89,-16177.49,67.51,-55.61,-87.64,YES
1.0,0.7792,0.8689,0.0,1.0,1551.59,17610.89,-16193.49,-23.49,-45.61,-167.64,YES
1.0,0.8842,0.9959,1.0,1.0,1607.59,17606.89,-16137.49,4.51,-37.61,-229.64,YES
1.0,0.8746,0.9678,1.0,0.0,1419.59,17662.89,-16073.49,125.51,-20.61,-204.64,YES
0.8888,0.9087,1.0,1.0,0.0,1251.59,17710.89,-16097.49,119.51,-64.61,-143.64,YES
0.7532,0.962,1.0,1.0,0.0,1295.59,17734.89,-16237.49,-15.49,-109.61,-116.64,YES
0.7773,0.9737,1.0,1.0,0.0,1391.59,17634.89,-16189.49,123.51,-21.61,-45.64,YES
0.5542,0.9913,1.0,1.0,0.0,1383.59,17654.89,-16109.49,105.51,-13.61,-7.64,YES
0.9497,0.9838,1.0,1.0,0.0,1463.59,17702.89,-16273.49,69.51,-113.61,9.36,YES
0.9281,0.8996,0.9859,1.0,0.6168,1451.59,17614.89,-16145.49,106.51,-99.61,-0.64,YES
1.0,0.8373,0.9108,0.2049,1.0,1403.59,17714.89,-16237.49,73.51,-26.61,-37.64,YES
1.0,0.8773,0.9502,1.0,1.0,1411.59,17650.89,-16225.49,-8.49,19.39,-5.64,YES
1.0,0.8831,0.9189,1.0,1.0,1479.59,17406.89,-16333.49,-70.49,-45.61,-29.64,YES
1.0,0.8549,1.0,1.0,0.0,1411.59,17602.89,-16361.49,71.51,-11.61,-72.64,YES
0.9231,0.9614,1.0,1.0,0.0,1567.59,17630.89,-16377.49,8.51,-3.61,-107.64,YES
0.7671,1.0,1.0,1.0,0.0,1531.59,17690.89,-16345.49,-105.49,-73.61,-178.64,YES
0.6024,0.9774,1.0,1.0,0.0,1443.59,17718.89,-16153.49,-146.49,-102.61,-135.64,YES
0.5618,1.0,1.0,1.0,0.0,1415.59,17734.89,-16181.49,-43.49,-123.61,-51.64,YES
0.6949,0.9481,1.0,1.0,0.2927,1211.59,17834.89,-16057.49,35.51,-14.61,-0.64,YES
1.0,0.8762,1.0,1.0,0.2469,1147.59,17706.89,-16145.49,30.51,-44.61,49.36,YES
1.0,0.8783,0.939,0.3756,1.0,1099.59,17658.89,-16337.49,122.51,-75.61,209.36,YES
1.0,0.8224,1.0,0.9,0.7471,1143.59,17554.89,-16393.49,127.51,-261.61,381.36,YES
1.0,0.8751,0.9991,1.0,0.976,1179.59,17570.89,-16317.49,58.51,-357.61,541.36,YES
0.9433,0.8666,0.9609,1.0,0.3455,1499.59,17546.89,-16225.49,0.51,-312.61,556.36,YES
0.9788,0.9417,1.0,1.0,0.0,1747.59,17562.89,-16165.49,-26.49,85.39,421.36,YES
0.7874,0.9785,1.0,1.0,0.0,1711.59,17650.89,-16225.49,7.51,243.39,183.36,YES
0.686,0.9593,1.0,1.0,0.0,1755.59,17582.89,-16261.49,-38.49,257.39,27.36,YES
0.6962,0.9721,1.0,1.0,0.0,1703.59,17606.89,-16297.49,-52.49,106.39,-81.64,YES
0.8343,0.9412,1.0,1.0,0.0,1747.59,17574.89,-16217.49,19.51,118.39,-103.64,YES
1.0,0.897,1.0,1.0,0.4723,1611.59,17574.89,-16221.49,-15.49,185.39,-220.64,YES
1.0,0.8613,0.9828,1.0,1.0,1407.59,17730.89,-16261.49,-60.49,118.39,-244.64,YES
1.0,0.7228,0.8789,0.0,1.0,1339.59,17594.89,-16237.49,14.51,-82.61,-144.64,YES
0.9155,0.784,0.9202,0.0,1.0,1347.59,17598.89,-16177.49,-46.49,-8.61,-94.64,YES
1.0,0.9311,1.0,1.0,0.8809,1391.59,17578.89,-16237.49,16.51,139.39,-77.64,YES
0.8825,0.9545,1.0,1.0,0.0,1339.59,17710.89,-16149.49,-25.49,135.39,-21.64,YES
0.6898,1.0,1.0,1.0,0.0,1435.59,17678.89,-16233.49,-52.49,-24.61,31.36,YES
0.6518,1.0,1.0,1.0,0.0,1531.59,17654.89,-16077.49,-58.49,72.39,40.36,YES
0.776,0.9881,1.0,1.0,0.0,1487.59,17542.89,-16249.49,-76.49,127.39,-45.64,YES
0.7938,0.9939,1.0,1.0,0.4723,1443.59,17606.89,-16141.49,2.51,98.39,-40.64,YES
0.9801,0.9012,1.0,1.0,0.8035,1475.59,17634.89,-16149.49,-18.49,39.39,-38.64,YES
1.0,0.8405,0.9321,0.5646,1.0,1519.59,17562.89,-16277.49,-120.49,-10.61,-15.64,YES
1.0,0.8048,0.8733,0.0,0.5252,1459.59,17670.89,-16149.49,-36.49,-6.61,16.36,YES
1.0,0.8805,1.0,1.0,1.0,1403.59,17494.89,-16145.49,2.51,-138.61,51.36,YES
1.0,0.9348,1.0,1.0,0.8528,1651.59,17634.89,-16201.49,44.51,-24.61,-12.64,YES
0.8609,0.9769,1.0,1.0,0.0,1599.59,17738.89,-16245.49,71.51,-4.61,-108.64,YES
0.7342,1.0,1.0,1.0,0.0,1491.59,17614.89,-16373.49,64.51,-210.61,-104.64,YES
0.6163,1.0,1.0,1.0,0.0,1547.59,17550.89,-16241.49,22.51,-105.61,-140.64,YES
0.7557,0.9966,1.0,1.0,0.0,1435.59,17570.89,-16297.49,-41.49,-98.61,-110.64,YES
0.8812,0.9657,1.0,1.0,0.0743,1435.59,17638.89,-16137.49,104.51,-124.61,-83.64,YES
1.0,0.9124,1.0,1.0,0.4723,1455.59,17642.89,-16069.49,53.51,-85.61,-37.64,YES
1.0,0.8575,0.9596,1.0,1.0,1507.59,17566.89,-16173.49,81.51,-129.61,-63.64,YES
1.0,0.7968,0.8801,0.0,0.9408,1543.59,17530.89,-16245.49,92.51,-97.61,-122.64,YES
1.0,0.8181,0.8958,0.0,1.0,1567.59,17546.89,-16349.49,123.51,-73.61,-129.64,YES
1.0,0.9257,0.9928,1.0,1.0,1451.59,17538.89,-16249.49,46.51,-58.61,-219.64,YES
0.8255,0.9566,1.0,1.0,0.0,1463.59,17418.89,-16281.49,-9.49,-194.61,-206.64,YES
0.7164,0.9843,1.0,1.0,0.0,1375.59,17490.89,-16149.49,71.51,-53.61,-228.64,YES
0.6632,0.963,1.0,1.0,0.0,1347.59,17790.89,-16185.49,-70.49,-29.61,-244.64,YES
0.5897,0.9598,1.0,1.0,0.0,1383.59,17706.89,-16233.49,-7.49,-89.61,-261.64,YES
0.8343,0.9034,1.0,1.0,0.0,1387.59,17738.89,-16285.49,77.51,-151.61,-181.64,YES
0.9624,0.9087,1.0,1.0,0.6731,1375.59,17766.89,-16225.49,60.51,-156.61,-212.64,YES
1.0,0.8549,0.9396,0.6805,1.0,1451.59,17750.89,-16353.49,133.51,-94.61,-125.64,YES
1.0,0.9098,0.9052,0.4427,1.0,1403.59,17686.89,-16405.49,213.51,-92.61,-101.64,YES
1.0,0.7563,0.9083,0.0,0.7823,1403.59,17790.89,-16217.49,124.51,-145.61,-76.64,YES
0.9433,0.9002,0.9878,1.0,0.0,1391.59,17782.89,-16325.49,132.51,-151.61,-65.64,YES
0.8622,0.9769,1.0,1.0,0.0,1351.59,17638.89,-16353.49,118.51,-150.61,5.36,YES
0.7342,1.0,1.0,1.0,0.0,1251.59,17602.89,-16329.49,110.51,-105.61,24.36,YES
0.7747,1.0,1.0,1.0,0.0,1323.59,17694.89,-16141.49,34.51,-184.61,108.36,YES
0.937,1.0,1.0,1.0,0.018,1479.59,17606.89,-16081.49,116.51,-188.61,110.36,YES
0.8521,0.987,1.0,1.0,0.3315,1339.59,17570.89,-15929.49,112.51,-283.61,124.36,YES
1.0,0.9055,1.0,1.0,0.2504,1139.59,17658.89,-15745.49,156.51,-631.61,250.36,YES
1.0,0.8453,0.9434,0.6195,1.0,1263.59,17582.89,-15309.49,285.51,-897.61,291.36,YES
0.9776,0.8069,0.8657,0.0,1.0,1363.59,17566.89,-15425.49,612.51,-691.61,285.36,YES
1.0,0.8298,0.8783,0.2537,1.0,1347.59,17586.89,-15897.49,705.51,-790.61,228.36,YES
0.79,0.8847,0.9684,1.0,0.0955,1651.59,17474.89,-16305.49,813.51,-756.61,56.36,YES
0.8533,0.9417,1.0,1.0,0.0,1935.59,17474.89,-16877.49,716.51,-431.61,-200.64,YES
0.7925,1.0,1.0,1.0,0.0,1815.59,17762.89,-17377.49,674.51,-201.61,-394.64,YES
0.6302,0.9428,1.0,1.0,0.0,1803.59,17898.89,-17573.49,494.51,-490.61,-437.64,YES
0.6848,1.0,1.0,1.0,0.0,1703.59,17866.89,-17365.49,47.51,-591.61,-454.64,YES
0.9484,0.9412,1.0,1.0,0.0,1379.59,17610.89,-16961.49,-138.49,-748.61,-261.64,YES
0.9433,0.9007,1.0,1.0,0.3596,1311.59,17746.89,-16709.49,-169.49,-552.61,-137.64,YES
1.0,0.8613,0.9772,0.9,1.0,1059.59,17582.89,-16545.49,-226.49,-417.61,-109.64,YES
1.0,0.8629,0.9728,0.8695,1.0,827.59,17550.89,-16197.49,-86.49,-223.61,-2.64,YES
1.0,0.8464,0.8902,0.0,1.0,923.59,17574.89,-16209.49,52.51,53.39,43.36,YES
1.0,0.9268,1.0,1.0,0.8669,895.59,17610.89,-16325.49,60.51,153.39,90.36,YES
0.8888,0.9412,1.0,1.0,0.0,1231.59,17450.89,-16533.49,160.51,172.39,258.36,YES
0.7494,0.9913,1.0,1.0,0.0,1555.59,17518.89,-16493.49,170.51,242.39,245.36,YES
0.5491,1.0,1.0,1.0,0.0,1551.59,17542.89,-16437.49,-6.49,161.39,164.36,YES
0.6315,1.0,1.0,1.0,0.0,1655.59,17706.89,-16589.49,-84.49,112.39,-31.64,YES
0.7595,0.9769,1.0,1.0,0.0,1691.59,17650.89,-16353.49,29.51,215.39,-128.64,YES
0.975,0.9295,1.0,1.0,0.8035,1423.59,17654.89,-16461.49,-36.49,197.39,-152.64,YES
1.0,0.8501,0.9496,0.7841,1.0,1439.59,17710.89,-16421.49,-40.49,92.39,-142.64,YES
1.0,0.7675,0.9596,0.3024,0.9021,1363.59,17746.89,-16545.49,-24.49,160.39,-108.64,YES
1.0,0.7617,0.9202,0.4915,1.0,1343.59,17650.89,-16617.49,-94.49,172.39,-79.64,YES
1.0,0.8964,1.0,1.0,0.4723,1431.59,17626.89,-16605.49,-109.49,187.39,-7.64,YES
0.9421,0.971,1.0,1.0,0.0,1359.59,17642.89,-16573.49,-84.49,270.39,-58.64,YES
0.7367,1.0,1.0,1.0,0.0,1295.59,17662.89,-16709.49,-37.49,331.39,-60.64,YES
0.6442,1.0,1.0,1.0,0.0,1359.59,17626.89,-16721.49,-136.49,329.39,-2.64,YES
0.8546,0.9843,1.0,1.0,0.0,1335.59,17678.89,-16549.49,-265.49,316.39,-56.64,YES
0.9091,0.9391,1.0,1.0,0.0,1291.59,17646.89,-16489.49,-279.49,339.39,-77.64,YES
0.9535,0.8831,1.0,1.0,0.4935,1283.59,17582.89,-16345.49,-225.49,268.39,-48.64,YES
1.0,0.8693,0.9822,1.0,1.0,1371.59,17566.89,-16289.49,-182.49,216.39,42.36,YES
1.0,0.8639,0.9928,1.0,0.8387,1499.59,17634.89,-16221.49,-205.49,187.39,-14.64,YES
1.0,0.9098,1.0,1.0,1.0,1495.59,17726.89,-16353.49,-212.49,117.39,-123.64,YES
0.9598,0.9348,0.979,1.0,0.8563,1367.59,17634.89,-16285.49,-81.49,125.39,-40.64,YES
0.8369,0.9369,1.0,1.0,0.0,1419.59,17698.89,-16361.49,-94.49,66.39,-80.64,YES
0.7684,0.9907,1.0,1.0,0.0,1435.59,17698.89,-16537.49,-163.49,125.39,-150.64,YES
0.8267,1.0,1.0,1.0,0.0,1219.59,17546.89,-16529.49,-213.49,38.39,-73.64,YES
0.6556,1.0,1.0,1.0,0.0,1327.59,17490.89,-16317.49,-193.49,43.39,-0.64,YES
0.8419,0.9423,1.0,1.0,0.0,1415.59,17590.89,-16361.49,-95.49,51.39,-70.64,YES
1.0,0.9007,1.0,1.0,0.2821,1411.59,17754.89,-16437.49,-156.49,126.39,-177.64,YES
1.0,0.8416,0.9402,0.6805,1.0,1247.59,17574.89,-16357.49,-201.49,83.39,-216.64,YES
1.0,0.8032,0.9246,0.8695,1.0,1263.59,17506.89,-16361.49,-109.49,62.39,-146.64,YES
1.0,0.8229,0.9114,0.2476,1.0,1171.59,17658.89,-16301.49,-79.49,2.39,-153.64,YES
0.8762,0.8826,1.0,1.0,0.0,1263.59,17666.89,-16349.49,-112.49,25.39,-184.64,YES
