Thumb,Index,Middle,Ring,Pinky,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,gesture
0.0877,1.0,1.0,1.0,0.0,7507.59,16390.89,-12521.49,-64.49,31.39,84.36,DRINK
0.5909,1.0,1.0,1.0,0.0,7503.59,16374.89,-12493.49,-37.49,148.39,122.36,DRINK
0.8888,0.7776,0.8551,1.0,0.0,7515.59,16354.89,-12457.49,21.51,41.39,106.36,DRINK
1.0,0.8442,0.9941,1.0,0.0,7559.59,16386.89,-12413.49,53.51,-106.61,78.36,DRINK
0.7671,0.7899,0.9753,1.0,0.0,7667.59,16306.89,-12441.49,27.51,13.39,109.36,DRINK
0.5288,1.0,1.0,1.0,0.0,7551.59,16290.89,-12505.49,37.51,71.39,100.36,DRINK
0.0,1.0,1.0,1.0,0.0,7579.59,16242.89,-12561.49,24.51,-154.61,142.36,DRINK
0.0,1.0,1.0,1.0,0.0,7679.59,16234.89,-12453.49,13.51,-8.61,61.36,DRINK
0.0,1.0,1.0,1.0,0.0,7599.59,16138.89,-12513.49,16.51,110.39,60.36,DRINK
0.0,1.0,1.0,1.0,0.0,7491.59,16222.89,-12449.49,0.51,32.39,45.36,DRINK
0.0852,1.0,1.0,1.0,0.0,7527.59,16198.89,-12517.49,49.51,-175.61,61.36,DRINK
0.6176,1.0,1.0,1.0,0.0,7639.59,16258.89,-12441.49,87.51,-17.61,8.36,DRINK
0.9155,0.8346,0.9828,1.0,0.0,7551.59,16198.89,-12605.49,110.51,87.39,-3.64,DRINK
1.0,0.7036,0.9027,1.0,0.0,7607.59,16238.89,-12521.49,103.51,-32.61,30.36,DRINK
0.9218,0.9231,1.0,1.0,0.0,7675.59,16362.89,-12629.49,51.51,56.39,-16.64,DRINK
0.5263,1.0,1.0,1.0,0.0,7575.59,16306.89,-12513.49,42.51,47.39,-43.64,DRINK
0.0243,1.0,1.0,1.0,0.0,7571.59,16054.89,-12653.49,65.51,-114.61,-11.64,DRINK
0.0,1.0,1.0,1.0,0.0,7719.59,16294.89,-12469.49,40.51,-56.61,-20.64,DRINK
0.0,1.0,1.0,1.0,0.0,7519.59,16194.89,-12477.49,-29.49,-28.61,-23.64,DRINK
0.0,1.0,1.0,1.0,0.0,7595.59,16190.89,-12573.49,42.51,-135.61,47.36,DRINK
0.1448,1.0,1.0,1.0,0.0,7635.59,16410.89,-12489.49,38.51,129.39,-78.64,DRINK
0.615,0.9838,1.0,1.0,0.0,7531.59,16258.89,-12801.49,-6.49,-196.61,-33.64,DRINK
1.0,0.848,1.0,1.0,0.0,7751.59,16246.89,-12493.49,18.51,-184.61,-54.64,DRINK
0.8343,0.6279,0.8244,0.0,0.0,7651.59,16262.89,-12609.49,-66.49,14.39,-134.64,DRINK
0.7798,0.946,1.0,1.0,0.0,7491.59,16350.89,-12465.49,-33.49,-119.61,-104.64,DRINK
0.5504,1.0,1.0,1.0,0.0,7499.59,16226.89,-12529.49,70.51,-43.61,-125.64,DRINK
0.0,1.0,1.0,1.0,0.0,7471.59,16346.89,-12501.49,106.51,-22.61,-76.64,DRINK
0.0,1.0,1.0,1.0,0.0,7443.59,16338.89,-12561.49,100.51,1.39,13.36,DRINK
0.0,1.0,1.0,1.0,0.0,7499.59,16302.89,-12549.49,151.51,-4.61,78.36,DRINK
0.0,1.0,1.0,1.0,0.0,7587.59,16458.89,-12649.49,175.51,66.39,42.36,DRINK
0.2715,1.0,1.0,1.0,0.0,7627.59,16246.89,-12685.49,107.51,-245.61,106.36,DRINK
0.6429,1.0,1.0,1.0,0.0,7723.59,16302.89,-12729.49,159.51,-33.61,78.36,DRINK
0.9408,0.8485,0.9609,1.0,0.0,7615.59,16306.89,-12677.49,92.51,-53.61,45.36,DRINK
1.0,0.8565,1.0,1.0,0.0,7607.59,16350.89,-12713.49,66.51,-226.61,124.36,DRINK
1.0,0.8954,1.0,1.0,0.0,7695.59,16286.89,-12625.49,28.51,6.39,79.36,DRINK
0.5719,1.0,1.0,1.0,0.0,7531.59,16334.89,-12589.49,18.51,61.39,53.36,DRINK
0.0,1.0,1.0,1.0,0.0,7511.59,16186.89,-12669.49,1.51,-66.61,70.36,DRINK
0.0,1.0,1.0,1.0,0.0,7567.59,16242.89,-12561.49,48.51,-28.61,72.36,DRINK
0.0,1.0,1.0,1.0,0.0,7531.59,16198.89,-12461.49,52.51,-12.61,134.36,DRINK
0.0,1.0,1.0,1.0,0.0,7551.59,16222.89,-12697.49,49.51,-59.61,72.36,DRINK
0.0,1.0,1.0,1.0,0.0,7675.59,16326.89,-12673.49,75.51,38.39,38.36,DRINK
0.6429,0.9971,1.0,1.0,0.0,7623.59,16318.89,-12837.49,-73.49,-41.61,-9.64,DRINK
0.8749,0.8645,1.0,1.0,0.1694,7683.59,16242.89,-12597.49,-49.49,58.39,-22.64,DRINK
0.9624,0.8203,0.8007,1.0,0.0,7515.59,16218.89,-12577.49,-62.49,-223.61,11.36,DRINK
0.7101,0.7579,0.9734,1.0,0.0,7635.59,16226.89,-12529.49,-14.49,-122.61,42.36,DRINK
0.5073,1.0,1.0,1.0,0.0,7559.59,16322.89,-12505.49,-3.49,179.39,-9.64,DRINK
0.0167,1.0,1.0,1.0,0.0,7579.59,16198.89,-12677.49,-14.49,-137.61,23.36,DRINK
0.0,1.0,1.0,1.0,0.0,7731.59,16266.89,-12573.49,9.51,-54.61,-9.64,DRINK
0.0,1.0,1.0,1.0,0.0,7719.59,16330.89,-12697.49,2.51,121.39,-52.64,DRINK
0.0,1.0,1.0,1.0,0.0,7487.59,16282.89,-12689.49,-52.49,-47.61,-24.64,DRINK
0.1042,1.0,1.0,1.0,0.0,7751.59,16158.89,-12513.49,3.51,-146.61,33.36,DRINK
0.5846,0.9929,1.0,1.0,0.0,7599.59,16266.89,-12625.49,26.51,77.39,-69.64,DRINK
0.8255,0.8032,0.9108,1.0,0.0,7491.59,16246.89,-12709.49,97.51,-11.61,-45.64,DRINK
0.9497,0.8266,0.8244,1.0,0.2434,7627.59,16266.89,-12673.49,31.51,-62.61,8.36,DRINK
0.9028,0.7755,1.0,1.0,0.0,7655.59,16294.89,-12693.49,48.51,155.39,-51.64,DRINK
0.7,1.0,1.0,1.0,0.0,7407.59,16210.89,-12761.49,24.51,-28.61,-7.64,DRINK
0.0548,1.0,1.0,1.0,0.0,7743.59,16226.89,-12533.49,51.51,-103.61,-52.64,DRINK
0.0,1.0,1.0,1.0,0.0,7595.59,16238.89,-12453.49,147.51,160.39,-169.64,DRINK
0.0,1.0,1.0,1.0,0.0,7475.59,16174.89,-12745.49,182.51,7.39,-99.64,DRINK
0.0,1.0,1.0,1.0,0.0,7679.59,16318.89,-12657.49,237.51,107.39,-52.64,DRINK
0.127,1.0,1.0,1.0,0.0,7619.59,16286.89,-12817.49,203.51,98.39,-98.64,DRINK
0.5301,1.0,1.0,1.0,0.0,7471.59,16374.89,-12797.49,46.51,-30.61,-31.64,DRINK
0.8736,0.8149,0.8601,1.0,0.0,7663.59,16298.89,-12785.49,-18.49,19.39,38.36,DRINK
1.0,0.759,0.7769,0.7537,0.0,7543.59,16258.89,-12733.49,59.51,114.39,-8.64,DRINK
0.7709,0.8496,0.9427,1.0,0.0,7627.59,16410.89,-12573.49,0.51,-72.61,23.36,DRINK
0.6683,0.979,1.0,1.0,0.0,7623.59,16326.89,-12593.49,23.51,174.39,-111.64,DRINK
0.0193,1.0,1.0,1.0,0.0,7395.59,16214.89,-12593.49,-47.49,-1.61,-66.64,DRINK
0.0,1.0,1.0,1.0,0.0,7511.59,16094.89,-12573.49,0.51,-114.61,-70.64,DRINK
0.0,1.0,1.0,1.0,0.0,7503.59,16290.89,-12537.49,74.51,139.39,-93.64,DRINK
0.0,1.0,1.0,1.0,0.0,7303.59,16354.89,-12693.49,24.51,-196.61,7.36,DRINK
0.0243,1.0,1.0,1.0,0.0,7647.59,16330.89,-12609.49,36.51,-282.61,-9.64,DRINK
0.5364,1.0,1.0,1.0,0.0,7715.59,16310.89,-12649.49,52.51,31.39,-4.64,DRINK
0.8825,0.7398,0.9991,1.0,0.0,7671.59,16294.89,-12685.49,200.51,124.39,-17.64,DRINK
0.989,0.661,0.8776,0.5768,0.0,7655.59,16334.89,-12765.49,102.51,16.39,-21.64,DRINK
1.0,0.7952,1.0,1.0,0.0,7631.59,16306.89,-12549.49,43.51,14.39,-77.64,DRINK
0.7469,1.0,1.0,1.0,0.0,7523.59,16322.89,-12837.49,53.51,-152.61,-42.64,DRINK
0.1029,1.0,1.0,1.0,0.0,7583.59,16238.89,-12621.49,50.51,-89.61,-19.64,DRINK
0.0,1.0,1.0,1.0,0.0,7555.59,16346.89,-12653.49,10.51,-92.61,7.36,DRINK
0.0,1.0,1.0,1.0,0.0,7487.59,16362.89,-12629.49,10.51,-104.61,-3.64,DRINK
0.0,1.0,1.0,1.0,0.0,7447.59,16238.89,-12793.49,70.51,-124.61,-31.64,DRINK
0.0,1.0,1.0,1.0,0.0,7595.59,16262.89,-12697.49,-11.49,-149.61,-18.64,DRINK
0.4693,1.0,1.0,1.0,0.0,7563.59,16330.89,-12673.49,-11.49,19.39,-65.64,DRINK
0.9395,0.8655,1.0,1.0,0.0,7435.59,16318.89,-12697.49,11.51,-146.61,-34.64,DRINK
0.9395,0.5821,0.7381,1.0,0.0,7619.59,16306.89,-12669.49,34.51,-209.61,-35.64,DRINK
0.8356,0.8245,0.8589,1.0,0.0,7643.59,16310.89,-12749.49,37.51,-41.61,-79.64,DRINK
0.7342,1.0,1.0,1.0,0.0,7483.59,16366.89,-12841.49,129.51,76.39,-190.64,DRINK
0.1131,1.0,1.0,1.0,0.0,7495.59,16250.89,-12841.49,100.51,16.39,-136.64,DRINK
0.0,1.0,1.0,1.0,0.0,7395.59,16358.89,-12909.49,33.51,-137.61,-67.64,DRINK
0.0,1.0,1.0,1.0,0.0,7619.59,16466.89,-12701.49,-14.49,145.39,-18.64,DRINK
0.0,1.0,1.0,1.0,0.0,7419.59,16378.89,-12777.49,-57.49,76.39,45.36,DRINK
0.1853,1.0,1.0,1.0,0.0,7667.59,16318.89,-12653.49,-33.49,-151.61,116.36,DRINK
0.4426,1.0,1.0,1.0,0.0,7787.59,16358.89,-12573.49,47.51,316.39,-9.64,DRINK
0.8749,0.7739,0.9177,1.0,0.0,7379.59,16270.89,-12709.49,27.51,139.39,21.36,DRINK
0.9509,0.7212,0.7888,0.2476,0.0,7723.59,16326.89,-12697.49,-45.49,-282.61,60.36,DRINK
1.0,0.6983,1.0,1.0,0.0,7783.59,16258.89,-12605.49,15.51,182.39,-75.64,DRINK
0.5871,0.9609,1.0,1.0,0.0,7559.59,16250.89,-12737.49,8.51,28.39,-117.64,DRINK
0.127,1.0,1.0,1.0,0.0,7663.59,16254.89,-12653.49,-20.49,-145.61,-121.64,DRINK
0.0,1.0,1.0,1.0,0.0,7463.59,16358.89,-12721.49,-67.49,278.39,-146.64,DRINK
0.0,1.0,1.0,1.0,0.0,7363.59,16226.89,-12701.49,-131.49,-89.61,-6.64,DRINK
0.0,1.0,1.0,1.0,0.0,7671.59,16302.89,-12529.49,19.51,-58.61,-26.64,DRINK
0.1105,1.0,1.0,1.0,0.0,7515.59,16242.89,-12737.49,-1.49,210.39,-45.64,DRINK
0.4807,1.0,1.0,1.0,0.0,7487.59,16342.89,-12701.49,110.51,90.39,-57.64,DRINK
0.8673,0.8208,0.9315,1.0,0.0,7683.59,16334.89,-12793.49,27.51,181.39,-151.64,DRINK
1.0,0.8597,0.8783,1.0,0.0,7419.59,16330.89,-12781.49,-3.49,99.39,-108.64,DRINK
0.9205,0.7041,1.0,1.0,0.0,7699.59,16398.89,-12649.49,-77.49,-151.61,-90.64,DRINK
0.7342,1.0,1.0,1.0,0.0,7671.59,16306.89,-12649.49,-45.49,124.39,-136.64,DRINK
0.2664,1.0,1.0,1.0,0.0,7359.59,16410.89,-12445.49,33.51,194.39,-139.64,DRINK
0.0,1.0,1.0,1.0,0.0,7451.59,16350.89,-12509.49,-17.49,-283.61,-4.64,DRINK
0.0,1.0,1.0,1.0,0.0,7523.59,16314.89,-12469.49,49.51,143.39,-42.64,DRINK
0.0,1.0,1.0,1.0,0.0,7355.59,16282.89,-12585.49,116.51,126.39,50.36,DRINK
0.0,1.0,1.0,1.0,0.0,7423.59,16278.89,-12689.49,186.51,-92.61,141.36,DRINK
0.4274,1.0,1.0,1.0,0.0,7515.59,16406.89,-12689.49,153.51,21.39,117.36,DRINK
0.8178,0.8826,1.0,1.0,0.0,7551.59,16326.89,-12653.49,110.51,12.39,66.36,DRINK
1.0,0.7894,0.8413,1.0,0.0,7575.59,16230.89,-12793.49,114.51,75.39,-13.64,DRINK
1.0,0.7547,0.9603,1.0,0.0,7623.59,16226.89,-12905.49,85.51,103.39,-33.64,DRINK
0.6949,1.0,1.0,1.0,0.0,7579.59,16354.89,-12885.49,38.51,102.39,-63.64,DRINK
0.2588,1.0,1.0,1.0,0.0,7519.59,16270.89,-12717.49,-58.49,-43.61,-31.64,DRINK
0.0,1.0,1.0,1.0,0.0,7503.59,16306.89,-12601.49,-58.49,-86.61,-58.64,DRINK
0.0,1.0,1.0,1.0,0.0,7523.59,16362.89,-12553.49,-29.49,-40.61,-67.64,DRINK
0.0,1.0,1.0,1.0,0.0,7487.59,16302.89,-12689.49,24.51,-31.61,-55.64,DRINK
0.0,1.0,1.0,1.0,0.0,7563.59,16466.89,-12577.49,9.51,96.39,-41.64,DRINK
0.3564,1.0,1.0,1.0,0.0,7447.59,16314.89,-12745.49,41.51,107.39,-107.64,DRINK
0.8584,0.848,1.0,1.0,0.0,7395.59,16402.89,-12665.49,46.51,-26.61,11.36,DRINK
1.0,0.7782,0.8877,1.0,0.0,7439.59,16374.89,-12637.49,-55.49,37.39,29.36,DRINK
0.9826,0.9652,1.0,1.0,0.1272,7547.59,16350.89,-12677.49,-39.49,10.39,-21.64,DRINK
0.6632,1.0,1.0,1.0,0.0,7383.59,16322.89,-12673.49,-25.49,30.39,7.36,DRINK
0.3184,1.0,1.0,1.0,0.0,7559.59,16326.89,-12657.49,-55.49,-98.61,-24.64,DRINK
0.0,1.0,1.0,1.0,0.0,7547.59,16378.89,-12701.49,-71.49,58.39,-40.64,DRINK
0.0,1.0,1.0,1.0,0.0,7379.59,16358.89,-12741.49,-45.49,47.39,-5.64,DRINK
0.0,1.0,1.0,1.0,0.0,7527.59,16270.89,-12681.49,-18.49,-17.61,10.36,DRINK
0.0,1.0,1.0,1.0,0.0,7463.59,16274.89,-12877.49,-26.49,67.39,-49.64,DRINK
0.3248,1.0,1.0,1.0,0.0,7403.59,16306.89,-12673.49,-36.49,0.39,30.36,DRINK
0.7621,0.9124,1.0,1.0,0.0,7571.59,16438.89,-12561.49,-21.49,220.39,4.36,DRINK
0.994,0.7942,0.892,1.0,0.0,7443.59,16262.89,-12725.49,17.51,52.39,10.36,DRINK
1.0,0.7579,1.0,1.0,0.0,7499.59,16318.89,-12613.49,122.51,-52.61,79.36,DRINK
0.6062,0.9156,1.0,1.0,0.0,7615.59,16334.89,-12701.49,75.51,123.39,5.36,DRINK
0.3552,1.0,1.0,1.0,0.0,7531.59,16282.89,-12701.49,97.51,188.39,2.36,DRINK
0.0,1.0,1.0,1.0,0.0,7411.59,16306.89,-12737.49,74.51,32.39,-12.64,DRINK
0.0,1.0,1.0,1.0,0.0,7611.59,16350.89,-12761.49,82.51,75.39,-57.64,DRINK
0.0,1.0,1.0,1.0,0.0,7491.59,16306.89,-12725.49,35.51,90.39,-29.64,DRINK
0.0,1.0,1.0,1.0,0.0,7471.59,16274.89,-12741.49,58.51,45.39,-36.64,DRINK
0.7088,0.9502,1.0,1.0,0.0,4275.59,17386.89,-18633.49,-24.49,-211.61,-76.64,WAIT
0.6848,0.9966,1.0,1.0,0.0,4499.59,17446.89,-18677.49,95.51,188.39,-189.64,WAIT
0.7038,1.0,1.0,1.0,0.0,4407.59,17342.89,-19005.49,10.51,107.39,-5.64,WAIT
0.6379,1.0,1.0,1.0,0.0,4459.59,17326.89,-18729.49,-79.49,111.39,50.36,WAIT
0.6239,0.9806,1.0,1.0,0.0,4555.59,17286.89,-18717.49,-145.49,46.39,153.36,WAIT
0.9091,1.0,1.0,1.0,0.0,4595.59,17154.89,-18809.49,-241.49,-32.61,311.36,WAIT
0.8407,0.9891,1.0,1.0,0.0,4547.59,17314.89,-18629.49,-127.49,86.39,318.36,WAIT
0.8508,0.9172,1.0,1.0,0.0,4711.59,17286.89,-18533.49,-95.49,-51.61,387.36,WAIT
0.9066,0.971,1.0,1.0,0.0,4635.59,17282.89,-18565.49,76.51,-80.61,208.36,WAIT
1.0,0.9843,1.0,1.0,0.0,4667.59,17462.89,-18653.49,5.51,44.39,38.36,WAIT
0.8774,1.0,1.0,1.0,0.0,4555.59,17254.89,-18713.49,-34.49,-137.61,20.36,WAIT
0.7976,1.0,1.0,1.0,0.0,4663.59,17414.89,-18641.49,40.51,-171.61,-57.64,WAIT
0.719,1.0,1.0,1.0,0.0,4463.59,17102.89,-18877.49,141.51,-86.61,-255.64,WAIT
0.8381,1.0,1.0,1.0,0.0,4319.59,17238.89,-18725.49,250.51,-407.61,-186.64,WAIT
0.6188,0.9966,1.0,1.0,0.0,4503.59,17338.89,-18925.49,50.51,-43.61,-332.64,WAIT
0.6911,1.0,1.0,1.0,0.0,4431.59,17266.89,-18881.49,-147.49,138.39,-405.64,WAIT
0.8343,0.9886,1.0,1.0,0.0,4183.59,17222.89,-18781.49,-35.49,-135.61,-176.64,WAIT
0.8153,0.9423,1.0,1.0,0.0,4375.59,17402.89,-18705.49,-1.49,-101.61,-50.64,WAIT
0.9408,0.9636,1.0,1.0,0.0,4487.59,17566.89,-18661.49,-6.49,35.39,-65.64,WAIT
0.918,0.9987,1.0,1.0,0.0,4431.59,17402.89,-18817.49,66.51,-12.61,56.36,WAIT
0.6315,0.9209,1.0,1.0,0.0,4619.59,17486.89,-18785.49,71.51,-111.61,108.36,WAIT
0.6771,0.9987,1.0,1.0,0.0,4635.59,17582.89,-18737.49,126.51,-1.61,-4.64,WAIT
0.7076,1.0,1.0,1.0,0.0,4495.59,17554.89,-18757.49,66.51,-130.61,61.36,WAIT
0.6695,1.0,1.0,1.0,0.0,4439.59,17322.89,-18721.49,223.51,-192.61,109.36,WAIT
0.8343,1.0,1.0,1.0,0.0,4467.59,17478.89,-18617.49,341.51,-351.61,117.36,WAIT
0.8495,1.0,1.0,1.0,0.0,4531.59,17354.89,-18625.49,340.51,71.39,-51.64,WAIT
0.8115,0.9705,1.0,1.0,0.0,4319.59,17290.89,-18793.49,346.51,-162.61,19.36,WAIT
0.7976,0.9391,1.0,1.0,0.0,4471.59,17278.89,-18873.49,297.51,-353.61,108.36,WAIT
0.7925,0.8863,1.0,1.0,0.0,4607.59,17238.89,-18837.49,61.51,-66.61,-21.64,WAIT
0.738,0.9428,1.0,1.0,0.0,4303.59,17166.89,-18893.49,117.51,-156.61,10.36,WAIT
0.8014,0.9657,1.0,1.0,0.0,4411.59,17018.89,-18737.49,210.51,-43.61,-42.64,WAIT
0.7177,1.0,1.0,1.0,0.0,4431.59,17170.89,-18773.49,213.51,-326.61,67.36,WAIT
0.7342,1.0,1.0,1.0,0.0,4487.59,17270.89,-18733.49,77.51,-195.61,5.36,WAIT
0.8128,1.0,1.0,1.0,0.0,4571.59,17202.89,-18853.49,-116.49,58.39,-159.64,WAIT
0.828,1.0,1.0,1.0,0.0,4383.59,17030.89,-18901.49,-90.49,-108.61,-6.64,WAIT
0.6163,1.0,1.0,1.0,0.0,4451.59,17206.89,-18901.49,25.51,-316.61,157.36,WAIT
0.8001,1.0,1.0,1.0,0.0,4587.59,17438.89,-18845.49,10.51,-71.61,87.36,WAIT
0.8369,0.9295,1.0,1.0,0.0,4523.59,17354.89,-19029.49,-140.49,60.39,-30.64,WAIT
0.7849,0.9023,1.0,1.0,0.0,4391.59,17350.89,-19077.49,-196.49,-162.61,48.36,WAIT
1.0,0.9428,1.0,1.0,0.0,4451.59,17346.89,-18881.49,-104.49,-126.61,104.36,WAIT
0.8774,0.9742,1.0,1.0,0.0,4579.59,17322.89,-18801.49,-119.49,28.39,-62.64,WAIT
0.7963,1.0,1.0,1.0,0.0,4451.59,17358.89,-18865.49,44.51,81.39,-78.64,WAIT
0.7215,1.0,1.0,1.0,0.0,4571.59,17458.89,-18861.49,-31.49,52.39,-102.64,WAIT
0.6024,1.0,1.0,1.0,0.0,4367.59,17346.89,-18773.49,87.51,130.39,-150.64,WAIT
0.4566,1.0,1.0,1.0,0.0,4419.59,17250.89,-18797.49,105.51,61.39,-64.64,WAIT
0.8026,1.0,1.0,1.0,0.0,4607.59,17390.89,-18757.49,96.51,260.39,-246.64,WAIT
0.5909,0.9646,1.0,1.0,0.0,4539.59,17170.89,-18889.49,95.51,432.39,-342.64,WAIT
0.7456,0.9428,1.0,1.0,0.0,4303.59,17206.89,-18857.49,-21.49,-168.61,48.36,WAIT
0.9294,0.9705,1.0,1.0,0.0,4415.59,17226.89,-18661.49,-76.49,34.39,47.36,WAIT
0.738,0.9588,1.0,1.0,0.0,4307.59,17046.89,-18769.49,116.51,65.39,124.36,WAIT
0.8736,0.946,1.0,1.0,0.0,4511.59,17206.89,-18865.49,192.51,-269.61,299.36,WAIT
0.6695,1.0,1.0,1.0,0.0,4563.59,17406.89,-18845.49,60.51,-223.61,152.36,WAIT
0.7088,1.0,1.0,1.0,0.0,4563.59,17238.89,-18953.49,-201.49,-215.61,-20.64,WAIT
0.8609,1.0,1.0,1.0,0.0,4439.59,17170.89,-19029.49,-216.49,-127.61,-64.64,WAIT
0.9015,1.0,1.0,1.0,0.0,4567.59,17298.89,-18765.49,-155.49,-188.61,40.36,WAIT
0.7101,0.9316,1.0,1.0,0.0,4575.59,17366.89,-18865.49,-110.49,-25.61,-77.64,WAIT
0.7747,0.9806,1.0,1.0,0.0,4411.59,17354.89,-18725.49,-126.49,-204.61,93.36,WAIT
0.8584,0.9561,1.0,1.0,0.0,4331.59,17430.89,-18845.49,-93.49,-185.61,103.36,WAIT
0.8939,0.9545,1.0,1.0,0.0,4459.59,17314.89,-18793.49,39.51,-64.61,39.36,WAIT
0.6987,0.9311,1.0,1.0,0.0,4439.59,17470.89,-18801.49,35.51,141.39,-38.64,WAIT
0.9142,1.0,1.0,1.0,0.0,4379.59,17470.89,-18785.49,24.51,-24.61,31.36,WAIT
0.7202,1.0,1.0,1.0,0.0,4527.59,17402.89,-18857.49,-9.49,34.39,22.36,WAIT
0.814,1.0,1.0,1.0,0.0,4571.59,17390.89,-18881.49,-19.49,-37.61,142.36,WAIT
0.8318,1.0,1.0,1.0,0.0,4519.59,17506.89,-18821.49,4.51,175.39,25.36,WAIT
0.558,1.0,1.0,1.0,0.0,4399.59,17378.89,-18921.49,72.51,234.39,63.36,WAIT
0.8419,1.0,1.0,1.0,0.0,4287.59,17494.89,-18857.49,92.51,76.39,196.36,WAIT
0.8343,0.9822,1.0,1.0,0.0,4363.59,17550.89,-18837.49,-16.49,216.39,201.36,WAIT
0.9269,0.9295,1.0,1.0,0.0,4651.59,17434.89,-18713.49,69.51,324.39,202.36,WAIT
1.0,1.0,1.0,1.0,0.0,4519.59,17254.89,-18809.49,168.51,263.39,131.36,WAIT
0.8521,0.9593,1.0,1.0,0.0,4491.59,17026.89,-18889.49,460.51,-118.61,316.36,WAIT
0.7646,0.9177,1.0,1.0,0.0,4607.59,17298.89,-18665.49,494.51,275.39,72.36,WAIT
0.6886,0.9987,1.0,1.0,0.0,4647.59,17254.89,-18981.49,234.51,336.39,-111.64,WAIT
0.6721,1.0,1.0,1.0,0.0,4755.59,17142.89,-18909.49,-16.49,162.39,-36.64,WAIT
0.6987,1.0,1.0,1.0,0.0,4543.59,17038.89,-18725.49,27.51,305.39,-269.64,WAIT
0.7659,0.9694,1.0,1.0,0.0,4339.59,16942.89,-18985.49,52.51,-14.61,79.36,WAIT
0.8939,1.0,1.0,1.0,0.0,4755.59,17126.89,-18733.49,51.51,-67.61,95.36,WAIT
0.8343,0.9939,1.0,1.0,0.0,4507.59,17334.89,-18841.49,-41.49,326.39,-176.64,WAIT
0.8711,0.9359,1.0,1.0,0.0,4759.59,17234.89,-19017.49,-239.49,73.39,-35.64,WAIT
0.8166,0.8927,1.0,1.0,0.0,4599.59,17246.89,-18893.49,-366.49,111.39,-61.64,WAIT
0.9535,0.9598,1.0,1.0,0.0,4559.59,17266.89,-18837.49,-415.49,233.39,-56.64,WAIT
0.9091,0.9795,1.0,1.0,0.0,4579.59,17198.89,-18853.49,-286.49,-155.61,124.36,WAIT
0.7152,1.0,1.0,1.0,0.0,4611.59,17286.89,-18561.49,16.51,19.39,27.36,WAIT
0.6277,1.0,1.0,1.0,0.0,4587.59,17418.89,-18805.49,75.51,-57.61,31.36,WAIT
0.5783,1.0,1.0,1.0,0.0,4699.59,17458.89,-18861.49,36.51,-66.61,90.36,WAIT
0.6911,1.0,1.0,1.0,0.0,4583.59,17274.89,-18913.49,-34.49,-64.61,25.36,WAIT
0.7862,1.0,1.0,1.0,0.0,4655.59,17290.89,-18737.49,-85.49,65.39,-68.64,WAIT
0.7697,0.9721,1.0,1.0,0.0,4463.59,17070.89,-18837.49,4.51,-4.61,-120.64,WAIT
0.776,0.9396,1.0,1.0,0.0,4443.59,17138.89,-18777.49,164.51,-290.61,127.36,WAIT
0.8914,0.9454,1.0,1.0,0.0,4599.59,17350.89,-18821.49,27.51,-102.61,37.36,WAIT
0.8014,0.9769,1.0,1.0,0.0,4559.59,17458.89,-18853.49,-171.49,97.39,-7.64,WAIT
0.7532,0.9891,1.0,1.0,0.0,4647.59,17266.89,-18697.49,-195.49,7.39,-62.64,WAIT
0.7722,1.0,1.0,1.0,0.0,4607.59,17362.89,-18525.49,25.51,120.39,-132.64,WAIT
0.6721,1.0,1.0,1.0,0.0,4487.59,17282.89,-18665.49,129.51,-125.61,-60.64,WAIT
0.6645,0.9843,1.0,1.0,0.0,4635.59,17462.89,-18481.49,238.51,-41.61,-56.64,WAIT
0.7494,1.0,1.0,1.0,0.0,4535.59,17398.89,-18705.49,57.51,174.39,-71.64,WAIT
0.7126,1.0,1.0,1.0,0.0,4415.59,17154.89,-19001.49,-19.49,34.39,20.36,WAIT
0.8533,0.9795,1.0,1.0,0.0,4495.59,17266.89,-18821.49,54.51,-293.61,255.36,WAIT
0.9066,0.9353,1.0,1.0,0.0,4703.59,17338.89,-18785.49,29.51,-86.61,141.36,WAIT
0.9433,0.9987,1.0,1.0,0.0,4659.59,17326.89,-18933.49,27.51,107.39,-21.64,WAIT
0.8863,1.0,1.0,1.0,0.0,4571.59,17286.89,-18829.49,-100.49,48.39,-49.64,WAIT
0.7494,0.9758,1.0,1.0,0.0,4671.59,17254.89,-18917.49,37.51,-26.61,-47.64,WAIT
0.6746,1.0,1.0,1.0,0.0,4583.59,17318.89,-18829.49,23.51,166.39,-154.64,WAIT
0.6886,1.0,1.0,1.0,0.0,4459.59,17134.89,-18945.49,-68.49,103.39,-103.64,WAIT
0.615,0.9918,1.0,1.0,0.0,4451.59,17234.89,-18897.49,-46.49,-137.61,114.36,WAIT
0.7126,1.0,1.0,1.0,0.0,4563.59,17274.89,-18873.49,-62.49,111.39,-4.64,WAIT
0.79,1.0,1.0,1.0,0.0,4515.59,17142.89,-18801.49,13.51,54.39,-41.64,WAIT
0.8064,0.9854,1.0,1.0,0.0,4587.59,17402.89,-18837.49,175.51,69.39,-138.64,WAIT
0.7976,0.9572,1.0,1.0,0.0,4419.59,17342.89,-19009.49,47.51,2.39,-124.64,WAIT
0.899,0.9795,1.0,1.0,0.0,4639.59,17274.89,-18805.49,-58.49,10.39,-55.64,WAIT
